REF_DATE,GEO,DGUID,Legal marital status prior to marriage,Gender,Age at marriage,Indicator,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,16.6,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,16.7,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,16.2,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,16.9,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,16.3,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,16.6,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,17.2,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,17.3,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,17.4,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,17.6,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,16.9,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,45 to 49 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864987,1.1.1.8.2,10.3,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,6036,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,6282,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,6246,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,6726,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,7269,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,7692,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,8283,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,8475,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,9048,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,10509,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,10029,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,10029,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,10779,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,11196,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,11841,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,12294,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,12357,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,12333,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,12420,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,12717,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,12651,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,13632,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,13218,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,13671,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,14289,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,13875,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,13650,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,13563,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,12747,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Number of persons who married,Number,223,units,0,v1446864988,1.1.1.9.1,7581,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,21.4,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,20.7,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,19.0,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,19.0,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,19.1,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,18.8,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,18.4,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,17.4,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,17.3,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,18.8,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,16.9,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,16.3,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,16.8,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,16.6,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,16.6,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,16.4,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,15.6,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,14.8,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,14.2,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,14.0,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,13.3,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,14.0,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,13.2,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,13.4,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,13.8,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,13.5,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,13.6,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,14.0,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,13.6,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,50 to 54 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864989,1.1.1.9.2,8.3,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,4026,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,3843,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,3906,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,3966,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,4110,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,4443,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,4638,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,4962,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,5268,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,5796,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,5763,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,6069,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,7002,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,7374,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,7734,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,8037,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,8043,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,7908,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,7983,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,8166,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,8316,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,9015,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,8952,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,9312,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,9810,,,,0
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,10047,,,,0
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,10452,,,,0
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,10851,,,,0
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,10560,,,,0
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Number of persons who married,Number,223,units,0,v1446864990,1.1.1.10.1,6438,,,,0
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,15.0,,,,1
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,14.1,,,,1
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.9,,,,1
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.6,,,,1
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.5,,,,1
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.9,,,,1
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.7,,,,1
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.7,,,,1
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.6,,,,1
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,14.1,,,,1
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.1,,,,1
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,12.6,,,,1
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.5,,,,1
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.4,,,,1
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.3,,,,1
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,13.1,,,,1
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,12.6,,,,1
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,11.9,,,,1
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,11.4,,,,1
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,11.1,,,,1
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,10.7,,,,1
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,11.0,,,,1
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,10.4,,,,1
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,10.4,,,,1
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,10.6,,,,1
2016,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,10.4,,,,1
2017,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,10.8,,,,1
2018,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,11.1,,,,1
2019,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,10.7,,,,1
2020,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,55 to 59 years,Marriage rate,"Rate per 1,000 persons of the same marital status",432,units,0,v1446864991,1.1.1.10.2,6.5,,,,1
1991,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,2901,,,,0
1992,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,2850,,,,0
1993,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,2718,,,,0
1994,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,2790,,,,0
1995,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,2808,,,,0
1996,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,2946,,,,0
1997,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,2847,,,,0
1998,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,3036,,,,0
1999,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,3066,,,,0
2000,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,3381,,,,0
2001,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,3240,,,,0
2002,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,3351,,,,0
2003,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,3813,,,,0
2004,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,4050,,,,0
2005,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,4179,,,,0
2006,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,4551,,,,0
2007,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,4623,,,,0
2008,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,4803,,,,0
2009,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,5220,,,,0
2010,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,5118,,,,0
2011,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,5226,,,,0
2012,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,5394,,,,0
2013,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,5403,,,,0
2014,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,5637,,,,0
2015,Canada,2016A000011124,Total – Legally unmarried,Total – Gender,60 to 64 years,Number of persons who married,Number,223,units,0,v1446864992,1.1.1.11.1,5862,,,,0
